sentence,classification,prev2,prev1,next1,next2
"Also, provide your name and neighborhood for the record.",p,That exhausts our list of registered speakers.,"If there's anyone in chambers wishing to speak, please come forward at this time.","Hi, I'm Bernadette from Beachview.",I saw those flyers that came out and I was disgusted with it.
"Hi, I'm Bernadette from Beachview.",p,"If there's anyone in chambers wishing to speak, please come forward at this time.","Also, provide your name and neighborhood for the record.",I saw those flyers that came out and I was disgusted with it.,"I did the research a couple weeks ago and the backers of Cory O'Connor, as I had stated before, spend a lot too much time in and out of court."
I saw those flyers that came out and I was disgusted with it.,p,"Also, provide your name and neighborhood for the record.","Hi, I'm Bernadette from Beachview.","I did the research a couple weeks ago and the backers of Cory O'Connor, as I had stated before, spend a lot too much time in and out of court.",I also researched the developers that have backed Mayor Ganey.
"I did the research a couple weeks ago and the backers of Cory O'Connor, as I had stated before, spend a lot too much time in and out of court.",i,"Hi, I'm Bernadette from Beachview.",I saw those flyers that came out and I was disgusted with it.,I also researched the developers that have backed Mayor Ganey.,"The typical docket entries are no lien agreements, which is very common."
I also researched the developers that have backed Mayor Ganey.,i,I saw those flyers that came out and I was disgusted with it.,"I did the research a couple weeks ago and the backers of Cory O'Connor, as I had stated before, spend a lot too much time in and out of court.","The typical docket entries are no lien agreements, which is very common.","if you're a contractor, That's what you expect."
"The typical docket entries are no lien agreements, which is very common.",i,"I did the research a couple weeks ago and the backers of Cory O'Connor, as I had stated before, spend a lot too much time in and out of court.",I also researched the developers that have backed Mayor Ganey.,"if you're a contractor, That's what you expect.",Nothing that would jump out at anybody going through the dockets.
"if you're a contractor, That's what you expect.",i,I also researched the developers that have backed Mayor Ganey.,"The typical docket entries are no lien agreements, which is very common.",Nothing that would jump out at anybody going through the dockets.,"Now these attacks- yes, attacks on people who Mayor Ganey may know, or his wife may know, or females, or anything of that nature- kudos."
Nothing that would jump out at anybody going through the dockets.,i,"The typical docket entries are no lien agreements, which is very common.","if you're a contractor, That's what you expect.","Now these attacks- yes, attacks on people who Mayor Ganey may know, or his wife may know, or females, or anything of that nature- kudos.","to him That means he's hiring, or he knows, reputable people that don't spend all their time in dockets."
"Now these attacks- yes, attacks on people who Mayor Ganey may know, or his wife may know, or females, or anything of that nature- kudos.",b,"if you're a contractor, That's what you expect.",Nothing that would jump out at anybody going through the dockets.,"to him That means he's hiring, or he knows, reputable people that don't spend all their time in dockets.",And then you have the docket line at the county.
"to him That means he's hiring, or he knows, reputable people that don't spend all their time in dockets.",i,Nothing that would jump out at anybody going through the dockets.,"Now these attacks- yes, attacks on people who Mayor Ganey may know, or his wife may know, or females, or anything of that nature- kudos.",And then you have the docket line at the county.,There's a big difference.
